step,loss
501,11.048917770385742
502,10.876381874084473
503,11.052098274230957
504,11.101872444152832
505,11.146461486816406
506,11.008049011230469
507,11.263921737670898
508,11.241589546203613
509,11.300969123840332
510,11.199257850646973
511,11.035542488098145
512,11.14238452911377
513,11.117287635803223
514,11.090380668640137
515,10.837004661560059
516,11.094866752624512
517,11.028348922729492
518,11.326475143432617
519,11.27165699005127
520,11.170324325561523
521,11.249778747558594
522,11.105289459228516
523,10.968353271484375
524,11.331559181213379
525,10.969687461853027
526,11.02031421661377
527,11.049920082092285
528,11.192577362060547
529,11.081011772155762
530,11.080083847045898
531,10.973932266235352
532,11.176900863647461
533,11.057312965393066
534,11.134493827819824
535,11.188319206237793
536,11.127477645874023
537,11.068385124206543
538,11.135324478149414
539,11.321646690368652
540,10.662498474121094
541,10.781295776367188
542,11.20816421508789
543,11.116722106933594
544,11.12454891204834
545,11.200017929077148
546,10.940235137939453
547,10.930035591125488
548,11.143964767456055
549,11.429862022399902
550,11.274012565612793
551,11.374676704406738
552,11.3206787109375
553,11.121941566467285
554,11.140342712402344
555,11.676012992858887
556,11.090484619140625
557,11.047057151794434
558,11.163056373596191
559,11.203938484191895
560,11.296154022216797
561,11.381834030151367
562,11.283591270446777
563,10.933562278747559
564,11.208671569824219
565,11.25260066986084
566,11.250025749206543
567,11.04019546508789
568,11.190818786621094
569,10.971436500549316
570,11.36152172088623
571,11.027710914611816
572,11.23448371887207
573,11.306461334228516
574,11.287919998168945
575,11.127846717834473
576,11.138506889343262
577,10.99629020690918
578,11.052414894104004
579,11.020702362060547
580,11.043147087097168
581,11.105148315429688
582,11.41592025756836
583,11.245382308959961
584,11.1350736618042
585,11.08225154876709
586,11.336627960205078
587,11.049234390258789
588,11.166977882385254
589,10.98399829864502
590,11.082986831665039
591,11.057965278625488
592,10.984134674072266
593,11.171133041381836
594,11.154682159423828
595,11.082636833190918
596,11.044445037841797
597,11.243734359741211
598,11.006031036376953
599,10.95925235748291
600,11.082500457763672
601,10.83509635925293
602,10.650821685791016
603,11.274812698364258
604,11.138938903808594
605,11.175501823425293
606,11.093649864196777
607,11.155179977416992
608,10.840255737304688
609,11.124090194702148
610,11.536358833312988
