step,loss
401,11.44791030883789
402,11.224623680114746
403,11.372091293334961
404,11.399374008178711
405,11.320219039916992
406,11.356584548950195
407,11.213887214660645
408,11.34095573425293
409,11.141916275024414
410,11.214881896972656
411,11.290921211242676
412,10.982365608215332
413,11.155866622924805
414,11.158245086669922
415,11.174689292907715
416,11.408594131469727
417,11.409014701843262
418,11.226518630981445
419,11.133172988891602
420,11.312176704406738
421,11.254698753356934
422,11.203218460083008
423,11.383374214172363
424,11.15392017364502
425,11.218181610107422
426,11.324148178100586
427,11.036346435546875
428,11.363945007324219
429,11.207501411437988
430,11.299873352050781
431,11.209291458129883
432,11.165154457092285
433,11.279500007629395
434,10.918447494506836
435,11.12890911102295
436,11.20979118347168
437,11.507728576660156
438,11.252204895019531
439,11.325690269470215
440,11.197480201721191
441,11.312617301940918
442,11.161005973815918
443,11.181632041931152
444,11.278119087219238
445,11.249000549316406
446,11.062466621398926
447,11.24166202545166
448,11.277778625488281
449,11.378397941589355
450,11.148561477661133
451,11.244913101196289
452,11.258152961730957
453,11.083169937133789
454,11.197649955749512
455,11.078208923339844
456,11.138075828552246
457,11.144513130187988
458,11.111993789672852
459,11.270660400390625
460,11.192819595336914
461,11.336296081542969
462,11.192879676818848
463,11.197202682495117
464,11.135631561279297
465,11.067047119140625
466,11.220817565917969
467,11.296689987182617
468,11.06216049194336
469,11.084504127502441
470,10.943470001220703
471,11.288384437561035
472,11.238288879394531
473,11.339935302734375
474,11.127760887145996
475,11.224815368652344
476,11.205366134643555
477,11.086535453796387
478,11.333236694335938
479,11.27099609375
480,11.21756649017334
481,11.14894962310791
482,11.270257949829102
483,11.158404350280762
484,11.31944751739502
485,11.228055953979492
486,11.311824798583984
487,11.190803527832031
488,11.313935279846191
489,11.317465782165527
490,11.204567909240723
491,11.260013580322266
492,10.933324813842773
493,11.146027565002441
494,10.947832107543945
495,11.270901679992676
496,11.123340606689453
497,11.239070892333984
498,11.117484092712402
499,11.13481616973877
500,11.324583053588867
501,11.045849800109863
502,10.872368812561035
503,11.049010276794434
504,11.099032402038574
505,11.144247055053711
506,11.005324363708496
507,11.262110710144043
508,11.239500999450684
509,11.298419952392578
510,11.196723937988281
511,11.033102989196777
512,11.140403747558594
513,11.115178108215332
514,11.088050842285156
515,10.833632469177246
516,11.092231750488281
517,11.025595664978027
518,11.324956893920898
519,11.26926040649414
520,11.167694091796875
521,11.247836112976074
522,11.102957725524902
523,10.966310501098633
524,11.329378128051758
525,10.966249465942383
526,11.017709732055664
527,11.047536849975586
528,11.190291404724121
529,11.078603744506836
530,11.077873229980469
531,10.971282005310059
532,11.174347877502441
533,11.054374694824219
534,11.131789207458496
535,11.185702323913574
536,11.124957084655762
537,11.065024375915527
538,11.13223648071289
539,11.319852828979492
540,10.659069061279297
541,10.777642250061035
542,11.206184387207031
543,11.114401817321777
544,11.122076034545898
545,11.19845199584961
546,10.938851356506348
547,10.92823600769043
548,11.141918182373047
549,11.429054260253906
550,11.271876335144043
551,11.372552871704102
552,11.316935539245605
553,11.119595527648926
554,11.137828826904297
555,11.675153732299805
556,11.088117599487305
557,11.044255256652832
558,11.160507202148438
559,11.202130317687988
560,11.294031143188477
561,11.379953384399414
562,11.28117847442627
563,10.931005477905273
564,11.206809997558594
565,11.250969886779785
566,11.247831344604492
567,11.03774356842041
568,11.188846588134766
569,10.969054222106934
570,11.360175132751465
571,11.025314331054688
572,11.232901573181152
573,11.304852485656738
574,11.286300659179688
575,11.125889778137207
576,11.135954856872559
577,10.993756294250488
578,11.050158500671387
579,11.018277168273926
580,11.041829109191895
581,11.103954315185547
582,11.414789199829102
583,11.243616104125977
584,11.132979393005371
585,11.079466819763184
586,11.333958625793457
587,11.047160148620605
588,11.164481163024902
589,10.982086181640625
590,11.080097198486328
591,11.056022644042969
592,10.981648445129395
593,11.169169425964355
594,11.15251350402832
595,11.081043243408203
596,11.04251480102539
597,11.241782188415527
598,11.004005432128906
599,10.956709861755371
600,11.079846382141113
601,10.83281135559082
602,10.647733688354492
603,11.273782730102539
604,11.137645721435547
605,11.173689842224121
606,11.091577529907227
607,11.152134895324707
608,10.837364196777344
609,11.122870445251465
610,11.535554885864258
611,11.094244956970215
612,11.123579025268555
613,10.973235130310059
614,11.224359512329102
615,11.134736061096191
616,11.085144996643066
617,11.183422088623047
618,11.045722961425781
619,11.102997779846191
620,10.895410537719727
621,10.790678977966309
622,11.133111000061035
623,11.197664260864258
624,11.056072235107422
625,11.136797904968262
626,11.091856956481934
627,11.049368858337402
628,11.145848274230957
629,11.149568557739258
630,11.016441345214844
631,11.116829872131348
632,11.122262001037598
633,11.055593490600586
634,11.126215934753418
635,11.129106521606445
636,11.2168607711792
637,11.077754020690918
638,11.113603591918945
639,11.124427795410156
640,11.151426315307617
641,10.859346389770508
642,10.818562507629395
643,11.090313911437988
644,11.210467338562012
645,11.14108657836914
646,10.899853706359863
647,11.094103813171387
648,11.358898162841797
649,10.943077087402344
650,10.827948570251465
651,11.144265174865723
652,11.12083625793457
653,11.160542488098145
654,11.100340843200684
655,11.15570068359375
656,11.254474639892578
657,11.391478538513184
658,11.15564250946045
659,11.21192741394043
660,11.126617431640625
661,10.787179946899414
662,11.084329605102539
663,10.883987426757812
664,10.99448299407959
665,11.159716606140137
666,11.191139221191406
667,11.132234573364258
668,10.980500221252441
669,11.086068153381348
670,11.087656021118164
671,10.868288040161133
672,11.229454040527344
673,11.364745140075684
674,10.910544395446777
675,10.964797973632812
676,11.16313648223877
677,11.045921325683594
678,11.00809097290039
679,11.126897811889648
680,11.011430740356445
681,10.97078800201416
682,10.896591186523438
683,11.205487251281738
684,11.250080108642578
685,11.214593887329102
686,10.949260711669922
687,11.125039100646973
688,11.172952651977539
689,11.208755493164062
690,11.009249687194824
691,11.007884979248047
692,10.973891258239746
693,11.207439422607422
694,10.99304485321045
695,11.079985618591309
696,11.117507934570312
697,11.030198097229004
698,11.212952613830566
699,11.067911148071289
700,10.779120445251465
701,11.175814628601074
702,11.058202743530273
703,11.095052719116211
704,11.18698501586914
705,11.117280960083008
706,11.045154571533203
707,11.262205123901367
708,10.861161231994629
709,11.105765342712402
710,11.112946510314941
711,10.989005088806152
712,10.632715225219727
713,10.80229377746582
714,11.113948822021484
715,10.853662490844727
716,11.025672912597656
717,10.950355529785156
718,10.96670913696289
719,11.067317962646484
720,10.919432640075684
721,11.155152320861816
722,11.04279899597168
723,11.178374290466309
724,11.047691345214844
725,10.957781791687012
726,11.228425025939941
727,11.258841514587402
728,10.653303146362305
729,11.189903259277344
730,11.203856468200684
731,11.035400390625
732,11.122365951538086
733,11.419295310974121
734,10.9874267578125
735,10.938302993774414
736,11.01711654663086
737,10.905569076538086
738,11.04763412475586
739,10.928967475891113
740,11.142844200134277
741,11.08255386352539
742,10.915149688720703
743,11.015491485595703
744,11.126973152160645
745,11.21624755859375
746,11.284261703491211
747,11.319833755493164
748,11.095274925231934
749,10.887969970703125
750,11.186162948608398
751,11.06641674041748
752,11.004669189453125
753,11.043388366699219
754,11.027587890625
755,11.069090843200684
756,10.965332984924316
757,11.272605895996094
758,10.90284252166748
759,10.790736198425293
760,11.217138290405273
761,10.92784309387207
762,10.949769020080566
763,11.124679565429688
764,10.856650352478027
765,11.007701873779297
766,11.182126998901367
767,11.225468635559082
768,11.029943466186523
769,11.096848487854004
